brand,model,price,year,mileage,engine_power,engine_displacement,fuel_consumption,registration_until,service_book,garage_kept,num_of_features
Kia,Pro Ceed,22200.0,2020,123800,100,1.598,6.0,2025-04-30,False,False,62
Nissan,Qashqai,15300.0,2015,140000,96,1.598,5.0,2025-10-31,False,True,67
Peugeot,207,3850.0,2010,260000,50,1.398,5.0,2025-12-31,False,True,14
Hyundai,i30,5450.0,2012,272000,66,1.598,6.0,2025-02-28,False,True,20
Nissan,Qashqai,5500.0,2008,220000,84,1.6,7.0,2025-09-30,False,False,19
Renault,Twingo,4444.0,2013,126000,55,1.2,6.0,2025-02-28,False,False,23
Honda,Civic,11000.0,2016,180000,90,1.6,6.0,2025-08-31,False,False,59
Renault,Kadjar,13500.0,2016,155000,130,1.6,6.0,2025-07-31,False,False,58
Mazda,6 Sport Combi,14000.0,2017,183000,110,2.2,6.0,2025-03-31,False,True,54
Opel,Astra Karavan,1200.0,2004,349000,55,1.686,5.0,2025-07-31,False,True,17
Peugeot,307 SW,3000.0,2006,239000,80,1.6,6.0,2025-07-31,False,False,21
Renault,Scenic,1850.0,2004,187700,74,1.461,5.0,2025-07-31,False,True,26
Peugeot,3008,15700.0,2017,102200,88,1.56,5.0,2025-12-31,False,True,24
Renault,Laguna Grandtour,2500.0,2005,330000,96,1.9,6.0,2025-09-30,False,False,1
Nissan,Qashqai,22999.0,2022,41500,103,1.298,6.0,2025-04-30,False,True,66
Renault,Megane,2500.0,2008,283000,76,1.5,5.0,2025-12-31,False,False,23
Renault,Talisman,14999.0,2018,128700,85,1.498,5.0,,False,True,65
Mitsubishi,Outlander,6800.0,2008,303658,103,2.0,8.0,2025-06-30,False,False,22
Jeep,Grand Cherokee,8299.0,2006,370500,160,2.999,10.0,2025-12-31,False,False,30
Honda,Jazz,2850.0,2005,192000,61,1.4,6.0,2025-11-30,False,True,18
Opel,Vivaro,16500.0,2017,177071,92,1.598,7.0,2025-04-30,False,False,18
Renault,Kadjar,13899.0,2016,147000,81,1.461,5.0,2025-12-31,False,True,66
Porsche,Macan,39999.0,2015,138000,190,3.0,8.0,2025-04-30,False,False,1
Ostalo,Ostalo,1050.0,2004,440000,66,1.896,5.0,2025-05-31,False,False,10
Opel,Zafira Tourer,6999.0,2012,220000,96,2.0,6.0,,False,False,1
Mazda,6,16000.0,2017,82000,129,2.2,8.0,2025-05-31,False,False,67
Renault,Captur,10900.0,2016,173500,81,1.461,5.0,2025-11-30,False,True,47
Honda,Civic,17700.0,2019,88000,88,1.598,6.0,2025-09-30,False,False,27
Opel,Astra Karavan,10900.0,2021,131000,90,1.499,5.0,,False,True,65
Renault,Megane Coupe,5300.0,2011,263600,81,1.461,6.0,2025-07-31,False,True,37
Kia,Rio,9200.0,2017,211000,57,1.4,4.0,2025-10-31,False,True,44
Mazda,B-2500,6450.0,2004,210000,65,2.5,10.0,2025-08-31,False,False,1
Peugeot,508,9300.0,2012,218000,103,1.998,6.0,2025-05-31,False,True,29
Renault,Clio,1100.0,2004,255000,70,1.2,5.0,2025-03-31,False,False,1
Opel,Insignia Karavan,12500.0,2018,135000,100,1.6,6.0,2025-03-31,False,False,43
Opel,Mokka,11000.0,2017,155500,100,1.6,6.0,2025-06-30,False,True,42
Mazda,5,6000.0,2010,150000,85,1.8,8.0,2025-06-30,False,False,26
Land Rover,Range Rover,19700.0,2016,158000,110,1.999,6.0,2025-12-31,False,True,53
Renault,Megane,1500.0,2004,320000,60,1.486,4.0,2025-10-31,False,True,20
Nissan,X-Trail,5800.0,2006,291000,100,2.2,8.0,2025-09-30,False,True,17
Honda,Accord,4400.0,2003,328550,114,1.998,8.0,2025-12-31,False,False,30
Hyundai,Atos,1170.0,2000,176000,40,0.999,6.0,2025-12-31,False,True,27
Renault,Twingo,1100.0,2002,216617,44,1.149,7.0,2025-05-31,False,False,3
Peugeot,206,799.0,2000,220000,44,1.1,7.0,2025-12-31,False,False,10
Renault,Megane Grandtour,5800.0,2012,225000,81,1.5,5.0,2025-01-31,False,True,32
Hyundai,i40,7500.0,2012,202000,100,1.698,6.0,2025-12-31,False,True,48
Peugeot,207 SW,4500.0,2011,217000,68,1.56,6.0,2025-09-30,False,True,39
Nissan,Note,7999.0,2014,104877,72,1.198,5.0,2025-09-30,False,True,57
Kia,Cee'd Sportswagon,4200.0,2011,242000,93,1.582,5.0,2025-11-30,False,False,39
Opel,Mokka,10500.0,2016,223400,100,1.598,7.0,2025-12-31,False,True,36
Opel,Insignia,8000.0,2014,265000,143,1.956,5.0,2025-07-31,False,False,1
Renault,Twingo,11300.0,2017,92000,80,0.898,6.0,2025-08-31,False,True,38
Peugeot,508,17400.0,2019,141043,96,1.499,5.0,,False,True,45
Renault,Captur,10900.0,2015,89000,66,1.461,5.0,,False,True,28
Mazda,6,2150.0,2000,315000,66,2.0,6.0,2025-04-30,False,True,11
Kia,Optima,6200.0,2012,346000,100,1.5,6.0,2025-04-30,False,False,1
Opel,Insignia,15800.0,2017,151000,125,2.0,7.0,2025-03-31,False,True,80
Renault,Clio,16000.0,2023,23700,67,0.999,6.0,2025-08-31,False,False,55
Mitsubishi,Colt,3999.0,2009,160000,70,1.332,5.0,2025-11-30,False,True,1
Opel,Corsa,4250.0,2011,208000,64,1.398,6.0,2025-10-31,False,True,22
Mazda,2,3950.0,2008,239000,50,1.398,4.0,2025-10-31,False,True,21
Renault,Twingo,3300.0,2011,149000,55,1.2,5.0,2025-06-30,False,False,14
Honda,Civic HB,6800.0,1997,280000,118,1.596,8.0,2025-11-30,False,False,19
Opel,Vectra,4100.0,2008,112000,103,1.8,8.0,2025-05-31,False,False,19
Peugeot,206,1500.0,2004,300000,50,1.4,5.0,,False,False,19
Peugeot,208,10490.0,2019,83000,75,1.499,5.0,,False,False,31
Opel,Insignia,11999.0,2019,199000,100,1.6,7.0,2025-12-31,False,False,22
Peugeot,207,4300.0,2009,187747,80,1.56,6.0,2025-05-31,False,False,23
Mazda,3,4100.0,2011,205000,77,1.6,6.0,2025-09-30,False,True,30
Jeep,Grand Cherokee,18999.0,2012,320000,177,3.2,9.0,2025-10-31,False,False,1
Opel,Insignia,10300.0,2014,177000,103,1.956,6.0,2025-11-30,False,False,36
Nissan,Almera,2350.0,2005,210000,85,1.769,7.0,2025-10-31,False,False,14
Peugeot,2008,17500.0,2021,100000,96,1.199,6.0,2025-12-31,False,True,71
Renault,Clio,7800.0,2018,193000,55,1.461,6.0,2025-12-31,False,False,16
Renault,Megane Grandtour,8200.0,2014,152000,81,1.5,5.0,2025-11-30,False,True,64
Peugeot,208,8800.0,2020,133000,75,1.499,5.0,,False,False,35
Hyundai,ix35,8500.0,2011,253000,81,1.7,6.0,2025-08-31,False,False,20
Renault,Thalia,1100.0,2001,190000,55,1.39,6.0,2025-08-31,False,False,1
Land Rover,Range Rover Evoque,38950.0,2020,65850,110,1.998,6.0,2025-12-31,False,True,89
Peugeot,308 SW,3000.0,2009,238000,88,1.6,5.0,2025-12-31,False,False,30
Renault,Megane Grandtour,56000.0,2012,224000,81,1.481,5.0,2025-01-31,False,True,32
Hyundai,ix55,12000.0,2011,219500,176,3.0,10.0,2025-06-30,False,True,58
Opel,Insignia,16450.0,2020,79000,90,1.6,6.0,2025-11-30,False,False,30
Hyundai,i10,9100.0,2019,92000,49,0.998,6.0,2025-12-31,False,False,15
Mitsubishi,Colt,5800.0,2009,87000,70,1.34,6.0,2025-12-31,False,False,22
Opel,Insignia Karavan,5300.0,2014,370000,103,2.0,5.0,2025-02-28,False,False,14
Nissan,Qashqai,7300.0,2011,245000,81,1.5,5.0,2025-04-30,False,False,33
Opel,Mokka,9750.0,2014,181000,103,1.364,6.0,2025-12-31,False,True,48
Renault,Clio,10800.0,2018,72000,55,1.461,5.0,2025-05-31,False,False,29
Opel,Corsa,3990.0,2013,2290,55,1.288,4.0,2025-12-31,False,False,6
Renault,Megane Grandtour,4000.0,2013,312000,66,1.5,5.0,2025-09-30,False,False,41
Peugeot,207,5000.0,2011,61113,54,1.36,8.0,2025-10-31,False,False,22
Renault,Scenic,7500.0,2012,200000,81,1.4,6.0,2025-10-31,False,True,30
Peugeot,508,14999.0,2019,151800,96,1.498,6.0,2025-12-31,False,True,55
Peugeot,208,5000.0,2015,230000,55,1.6,5.0,2025-05-31,False,False,1
Peugeot,206,1500.0,2004,154800,44,1.398,5.0,2024-12-31,False,False,1
Opel,Grandland X,16900.0,2020,104300,96,1.199,7.0,2025-12-31,False,True,68
Renault,Captur,9500.0,2015,126000,66,1.461,5.0,2025-06-30,False,False,26
Peugeot,308,10800.0,2019,168000,96,1.5,4.0,2025-02-28,False,False,68
Opel,Astra,2500.0,2007,303000,66,1.364,6.0,2025-06-30,False,True,6
Peugeot,3008,26600.0,2018,100000,130,2.0,6.0,2025-10-31,False,True,76
Opel,Astra Karavan,7500.0,2015,157000,81,1.6,5.0,2025-06-30,False,True,26
Mazda,CX-5,20500.0,2017,115000,110,2.2,7.0,2025-08-31,False,True,70
Renault,Kadjar,11800.0,2015,108000,96,1.6,6.0,2025-12-31,False,False,55
Renault,Twingo,3200.0,2009,170000,43,1.2,5.0,2025-11-30,False,True,18
Peugeot,407,4200.0,2007,240000,125,2.2,6.0,2025-07-31,False,False,39
MINI,Clubman,6500.0,2009,214000,80,1.6,5.0,2025-10-31,False,True,25
Peugeot,5008,21000.0,2019,192000,96,1.499,6.0,2025-03-31,False,False,69
Hyundai,i20,12500.0,2018,40770,62,1.248,6.0,2025-12-31,False,True,44
Mazda,6,37500.0,2023,60000,142,2.498,7.0,2025-11-30,False,True,63
Peugeot,5008,19600.0,2019,152000,96,1.499,6.0,,False,True,47
Jeep,Cherokee,15000.0,2016,183851,147,2.183,6.0,2025-05-31,False,True,48
Opel,Crossland,13400.0,2018,111000,74,1.56,5.0,,False,True,27
Peugeot,308 SW,11900.0,2019,139200,75,1.499,5.0,,False,True,32
Nissan,Pulsar,8500.0,2015,145000,85,1.2,6.0,2025-06-30,False,True,56
Opel,Astra,2400.0,2002,228000,66,1.389,7.0,2025-12-31,False,True,16
Hyundai,i30,4600.0,2010,186000,80,1.398,7.0,2025-01-31,False,True,10
Renault,Clio,6500.0,2016,107000,55,1.149,5.0,2025-12-31,False,False,6
Kia,Pride,1000.0,2000,133500,48,1.4,6.0,2025-02-28,False,True,5
Mazda,6 Sport Combi,5350.0,2011,249500,103,2.0,6.0,2025-09-30,False,False,49
Land Rover,Discovery Sport,15900.0,2017,158600,110,1.999,6.0,,False,True,40
MINI,One,9200.0,2014,171350,70,1.598,6.0,,False,False,40
Renault,Clio,2550.0,2007,237000,68,1.5,4.0,2025-05-31,False,True,26
Peugeot,107,4200.0,2010,75000,55,1.0,4.0,2025-07-31,False,False,19
Mazda,3,4700.0,2007,130000,77,1.6,7.0,2025-05-31,False,False,1
Opel,Insignia,17900.0,2018,170000,125,1.956,6.0,2025-09-30,False,True,82
Hyundai,Tucson,28700.0,2022,23000,85,1.598,5.0,2025-11-30,False,True,74
Porsche,Cayenne,22000.0,2011,350000,180,3.0,8.0,2025-11-30,False,False,47
MINI,Clubman,4700.0,2008,215500,80,1.6,6.0,2025-10-31,False,True,1
Opel,Insignia,9100.0,2017,204750,100,1.6,6.0,2025-04-30,False,False,19
Hyundai,ix20,5600.0,2013,160000,85,1.6,6.0,2025-09-30,False,True,45
Nissan,Qashqai,8000.0,2010,183000,86,1.598,7.0,2025-09-30,False,True,1
Nissan,Qashqai,8000.0,2010,183000,86,1.598,7.0,2025-09-30,False,True,1
Peugeot,504,10500.0,1978,7700,71,1.971,8.0,2025-03-31,False,True,6
Hyundai,Accent,1200.0,2003,179000,77,1.6,7.0,2025-02-28,False,False,12
Hyundai,Accent,3504.0,2007,140000,84,1.5,5.0,,False,True,23
Hyundai,Santa Fe,10500.0,2011,134000,129,2.4,10.0,2025-02-28,False,False,2
Kia,Stonic,17000.0,2019,56000,85,1.6,6.0,2025-05-31,False,False,33
Peugeot,308,3000.0,2009,238000,88,1.6,5.0,2025-12-31,False,False,1
MINI,Cooper,13900.0,2015,70000,100,1.5,5.0,2025-05-31,False,True,27
MINI,One,5200.0,2013,311000,66,1.6,5.0,2025-12-31,False,False,33
Lexus,IS,12900.0,2009,282000,153,2.5,10.0,2025-12-31,False,False,62
Mazda,2,1700.0,2003,180000,55,1.242,5.0,2025-03-31,False,False,8
Opel,Astra,11000.0,2018,185000,81,1.598,7.0,2025-12-31,False,False,28
Opel,Corsa,5099.0,2013,168000,55,1.3,5.0,2025-09-30,False,False,1
Nissan,Qashqai,8399.0,2011,182000,96,1.6,6.0,2025-06-30,False,True,3
Honda,Accord,6200.0,2007,205000,114,2.0,11.0,2025-03-31,False,False,4
Opel,Astra Karavan,4100.0,2006,274800,74,1.7,5.0,2025-09-30,False,True,14
Renault,Clio,2950.0,2010,292000,50,1.499,4.0,2025-05-31,False,False,1
Mitsubishi,Colt,3200.0,2005,175000,70,1.34,5.0,2025-08-31,False,False,12
Renault,Laguna Coupe,3300.0,2008,213000,173,3.0,10.0,2025-06-30,False,False,1
Jaguar,XE,15700.0,2016,124000,120,1.998,6.0,2025-04-30,False,True,32
Renault,Grand Scenic,8900.0,2013,212000,96,1.598,6.0,2025-06-30,False,True,64
Peugeot,308,2950.0,2009,238000,88,1.6,6.0,2025-12-31,False,False,1
Mazda,626,3500.0,2001,111600,100,2.0,10.0,2025-02-28,False,False,16
Renault,Megane Grandtour,1750.0,2006,239000,66,1.5,5.0,2025-01-31,False,False,1
MINI,One,6200.0,2012,126000,55,1.598,6.0,,False,True,23
Hyundai,Kona,18000.0,2021,84000,77,1.598,6.0,2025-07-31,False,True,55
Peugeot,3008,21000.0,2019,76000,96,1.499,6.0,,False,True,55
Peugeot,308,11000.0,2018,107000,81,1.199,6.0,,False,True,39
Hyundai,ix35,12000.0,2015,132000,85,1.685,6.0,,False,True,29
Opel,Corsa,3500.0,2008,255000,59,1.229,5.0,2025-10-31,False,False,12
Renault,Fluence,4000.0,2010,342000,78,1.461,5.0,2025-06-30,False,False,22
Hyundai,i40,7199.0,2012,251000,100,1.698,6.0,2025-12-31,False,False,47
Opel,Insignia Karavan,4400.0,2015,277000,88,1.956,6.0,,False,False,63
Lancia,Y,6690.0,2016,172000,70,1.248,5.0,2025-02-28,False,True,26
Lexus,IS,8900.0,2008,201000,153,2.5,9.0,2025-02-28,False,False,41
Hyundai,Getz,1650.0,2007,198356,49,1.1,6.0,2025-05-31,False,True,17
Mazda,323 F,1800.0,1991,252000,64,1.598,7.0,,False,False,1
Renault,Clio,5500.0,2015,211000,55,1.5,4.0,2025-10-31,False,False,1
Renault,Megane Grandtour,3800.0,2013,380000,96,1.598,5.0,2025-08-31,False,False,44
Opel,Corsa,3600.0,2009,220000,75,1.248,4.0,2025-10-31,False,False,15
Renault,Twingo,3500.0,2011,173000,55,1.2,6.0,2025-09-30,False,False,1
Hyundai,ix35,9200.0,2011,138000,99,1.598,7.0,2025-05-31,False,False,30
Peugeot,208,6400.0,2016,248000,74,1.56,5.0,2025-08-31,False,False,1
Nissan,Micra,2350.0,2006,234324,59,1.2,5.0,2025-12-31,False,True,21
Renault,Grand Scenic,6499.0,2013,220000,81,1.461,6.0,2025-11-30,False,True,18
Opel,Astra,5800.0,2011,263000,74,1.4,7.0,2025-05-31,False,False,16
Nissan,Qashqai,18750.0,2018,55000,85,1.198,5.0,2025-07-31,False,True,84
Peugeot,407,1300.0,2006,364230,100,1.9,7.0,2025-08-31,False,False,24
Opel,Astra,1000.0,2001,320000,59,1.7,5.0,2025-07-31,False,False,1
Peugeot,308 SW,2950.0,2009,238000,88,1.6,5.0,2025-12-31,False,False,1
Renault,Laguna,7000.0,2013,145000,81,1.5,6.0,2025-08-31,False,True,43
Kia,Stonic,15800.0,2020,22000,88,0.998,7.0,2025-06-30,False,True,50
Hyundai,Accent,1100.0,2005,170000,63,1.3,7.0,2025-04-30,False,False,1
Peugeot,308 SW,9700.0,2015,253000,85,1.6,5.0,2025-02-28,False,True,37
Peugeot,307,600.0,2003,352000,79,1.997,6.0,,False,False,1
Peugeot,206,2000.0,2003,112000,55,1.399,7.0,2025-05-31,False,False,17
Nissan,Qashqai,6500.0,2012,255000,76,1.5,5.0,2025-11-30,False,False,1
Hyundai,Terracan,5500.0,2005,340000,110,2.9,10.0,2025-07-31,False,True,21
Mitsubishi,ASX,6150.0,2011,408000,86,1.598,7.0,2025-07-31,False,True,26
Renault,Scenic,6500.0,2014,202000,96,1.6,6.0,2025-08-31,False,True,23
Peugeot,308 SW,6000.0,2012,157000,83,1.6,6.0,2025-10-31,False,True,33
Opel,Insignia,7500.0,2012,135000,96,1.956,7.0,2025-12-31,False,False,17
Jaguar,XE,16000.0,2016,123500,120,1.999,7.0,2025-09-30,False,False,34
Peugeot,3008,18500.0,2019,106000,96,1.499,5.0,,False,False,12
Renault,Clio,5500.0,2013,160000,55,1.5,5.0,2025-12-31,False,False,18
Renault,Clio,2500.0,2008,370000,66,1.5,5.0,2025-03-31,False,False,16
Opel,Corsa,8600.0,2018,41000,66,1.3,6.0,2025-12-31,False,False,31
Kia,Carens,7300.0,2016,300000,88,1.7,6.0,2026-01-31,False,True,26
Peugeot,308,10300.0,2017,132650,88,1.6,5.0,2025-07-31,False,True,44
Hyundai,i30,2800.0,2007,243000,66,1.6,6.0,2025-11-30,False,True,3
Peugeot,308 SW,7500.0,2016,217000,88,1.56,6.0,2025-03-31,False,False,51
Mazda,3,2000.0,2004,259853,62,1.349,7.0,2025-03-31,False,False,20
MINI,Cooper,8999.0,2014,200000,66,1.598,5.0,2025-08-31,False,True,34
Renault,Megane Grandtour,3299.0,2013,250000,60,1.499,6.0,2025-12-31,False,False,19
Peugeot,207,3500.0,2010,180000,50,1.4,5.0,2025-12-31,False,True,45
Mazda,3,3700.0,2008,238000,80,1.56,5.0,2025-05-31,False,True,28
Opel,Corsa,2700.0,2009,139000,50,1.25,6.0,2025-02-28,False,False,17
Opel,Corsa,2499.0,2008,249000,66,1.298,5.0,2025-08-31,False,True,6
Opel,Tigra,1100.0,2004,168200,92,1.786,7.0,,False,False,16
Hyundai,i30,16500.0,2021,79900,85,1.598,5.0,2025-12-31,False,True,48
Renault,Scenic,2000.0,2007,249880,85,1.599,8.0,2025-09-30,False,True,17
Renault,Fluence,5200.0,2013,219000,82,1.598,7.0,2025-08-31,False,False,13
Kia,Pro Ceed,7150.0,2014,117000,73,1.396,6.0,2025-06-30,False,False,35
Hyundai,H-1,4500.0,2008,426000,125,2.497,7.0,2025-04-30,False,True,20
Renault,Clio,1420.0,2000,223153,70,1.399,6.0,2025-12-31,False,True,13
Nissan,Note,6650.0,2014,167000,66,1.461,5.0,2025-04-30,False,True,8
Peugeot,206,1100.0,2004,295000,50,1.398,6.0,2025-02-28,False,False,8
Opel,Astra,4800.0,2011,256780,70,1.3,4.0,2025-05-31,False,False,17
Peugeot,308 SW,6400.0,2014,269000,88,1.56,5.0,2026-01-31,False,False,48
Opel,Mokka,10200.0,2016,127000,81,1.598,6.0,2025-02-28,False,True,37
Opel,Astra,2850.0,2006,228965,77,1.589,6.0,2025-12-31,False,False,1
Renault,Laguna,5300.0,2009,245000,81,1.5,5.0,2025-11-30,False,False,30
Hyundai,ix35,10300.0,2013,198700,135,2.0,7.0,2025-06-30,False,False,52
Peugeot,5008,3400.0,2011,21000,88,1.6,6.0,2025-12-31,False,False,32
Land Rover,Freelander,12000.0,2008,296000,118,1.999,8.0,2025-06-30,False,False,30
Mazda,2,3800.0,2008,160000,50,1.4,4.0,2026-01-31,False,True,26
Mitsubishi,Outlander,3300.0,2008,298500,103,1.996,7.0,,False,True,1
Peugeot,308,5800.0,2015,178000,85,1.56,5.0,2025-02-28,False,False,24
Renault,Clio,5900.0,2015,459000,55,1.461,5.0,2025-02-28,False,True,23
Peugeot,3008,19490.0,2020,120000,96,1.499,5.0,,False,False,47
Peugeot,3008,19890.0,2020,104000,96,1.499,5.0,,False,False,47
Renault,Talisman,13950.0,2016,167000,96,1.598,5.0,2025-03-31,False,True,73
Opel,Astra,8000.0,2016,80000,77,0.999,7.0,2026-01-31,False,False,40
Peugeot,308,14490.0,2020,71000,96,1.499,5.0,,False,False,43
Renault,Megane Grandtour,6500.0,2015,205000,81,1.49,6.0,,False,False,65
Opel,Corsa,2900.0,2008,205000,59,1.229,6.0,2025-07-31,False,False,21
Kia,Rio,6900.0,2014,169000,66,1.2,6.0,2025-07-31,False,True,2
Kia,Cee'd,9999.0,2018,139300,100,1.582,6.0,2025-05-31,False,False,1
Peugeot,2008,12790.0,2019,125000,73,1.499,5.0,,False,False,40
Renault,Twingo,1100.0,2001,138000,43,1.18,6.0,2025-04-30,False,False,5
Renault,Kadjar,20000.0,2020,125000,85,1.461,7.0,2025-12-31,False,True,65
Renault,Megane Grandtour,13300.0,2019,85000,85,1.332,7.0,2025-03-31,False,False,40
Opel,Corsa,2300.0,2003,104000,59,1.2,5.0,2025-04-30,False,True,25
Lancia,Musa,2700.0,2008,170000,44,1.4,6.0,2025-04-30,False,False,1
Opel,Astra,5500.0,2011,146000,103,1.364,7.0,,False,False,37
Renault,Clio,5300.0,2010,225000,94,1.598,7.0,2025-03-31,False,True,53
Renault,Megane Grandtour,9350.0,2018,270100,96,1.6,5.0,2025-06-30,False,False,1
Opel,Mokka,9300.0,2014,135000,96,1.7,5.0,,False,False,50
Renault,Clio,6999.0,2017,187654,66,1.461,6.0,2025-08-31,False,True,46
Renault,Kadjar,12200.0,2017,96600,96,1.197,7.0,2025-11-30,False,True,26
Mazda,3,10800.0,2017,197000,77,1.5,5.0,2025-02-28,False,False,2
MINI,Clubman,14000.0,2017,100000,85,1.5,6.0,2025-12-31,False,True,36
Renault,Twingo,1350.0,2004,244000,43,1.2,6.0,2025-05-31,False,False,1
Renault,Clio,1300.0,1999,116000,43,1.19,7.0,2025-04-30,False,False,1
Peugeot,307,2650.0,2006,255000,66,1.6,5.0,2025-07-31,False,False,1
Lexus,LS,17000.0,2008,380000,280,4.6,12.0,2025-10-31,False,True,93
Renault,Laguna Grandtour,2999.0,2010,488000,110,1.998,7.0,2025-09-30,False,True,41
Renault,Kadjar,14900.0,2015,113000,81,1.5,5.0,2025-10-31,False,False,2
Peugeot,206,1100.0,2000,182000,55,1.36,6.0,2025-04-30,False,False,15
Peugeot,5008,24500.0,2019,87000,96,1.5,6.0,2025-04-30,False,False,29
Kia,Stonic,14500.0,2021,38000,62,1.197,5.0,2025-10-31,False,True,32
Honda,Civic Sedan,10000.0,2008,44000,103,1.8,6.0,2025-06-30,False,False,16
Renault,Twingo,700.0,2001,150000,43,1.2,7.0,2025-04-30,False,False,2
Renault,Talisman,15999.0,2016,146300,118,1.598,6.0,2025-12-31,False,False,24
Renault,Captur,22100.0,2024,1800,103,1.3,6.0,2025-10-31,False,False,66
Nissan,Qashqai+2,8200.0,2012,250000,96,1.6,5.0,2025-03-31,False,True,63
Nissan,Qashqai,8200.0,2012,250000,96,1.6,5.0,2025-03-31,False,True,63
Opel,Astra Classic,1800.0,2008,166300,66,1.364,7.0,2025-03-31,False,False,9
Opel,Corsa,2100.0,2002,137838,55,1.199,5.0,2025-12-31,False,True,17
Mazda,CX-9,15200.0,2011,123101,204,3.726,12.0,2026-01-31,False,True,51
Peugeot,308,2650.0,2008,232289,80,1.6,6.0,2025-10-31,False,False,32
Peugeot,206,1150.0,2005,157000,44,1.1,5.0,2025-04-30,False,True,5
Peugeot,508,9500.0,2012,235000,147,2.0,5.0,2025-03-31,False,False,35
Renault,Scenic,2200.0,2004,220000,88,1.585,5.0,2025-11-30,False,False,43
Renault,Megane,46000.0,2022,14500,225,1.8,9.0,2025-04-30,False,True,81
Renault,Clio,7100.0,2014,125000,54,1.149,5.0,2025-12-31,False,True,42
Renault,Kadjar,12750.0,2015,151000,81,1.461,5.0,2025-09-30,False,True,1
Renault,Clio,6600.0,2013,139000,55,1.495,5.0,2025-09-30,False,True,33
Opel,Corsa,8500.0,2017,88500,55,1.3,5.0,2025-08-31,False,True,1
Renault,Kadjar,17490.0,2020,116000,85,1.461,5.0,,False,False,43
Renault,Megane,3800.0,2010,257000,88,1.5,6.0,2025-07-31,False,False,25
Renault,Clio,3600.0,2006,16500,63,1.5,5.0,2025-01-31,False,False,24
Mazda,CX-5,14500.0,2015,118781,110,2.191,6.0,2025-07-31,False,True,72
Mazda,6 Sport Combi,9800.0,2013,193000,160,2.2,7.0,2025-10-31,False,False,7
Renault,Clio,5500.0,2013,234000,55,1.5,5.0,2025-07-31,False,True,29
Opel,Zafira Tourer,6899.0,2012,226000,96,1.995,6.0,,False,True,58
Nissan,Qashqai,17800.0,2018,131000,96,1.6,6.0,2025-08-31,False,True,77
Peugeot,206,1770.0,2004,257000,50,1.398,5.0,2026-01-31,False,True,31
Peugeot,206,2000.0,2006,251389,50,1.398,4.0,2025-09-30,False,True,1
Renault,Megane,5800.0,2014,196000,70,1.5,5.0,2025-06-30,False,False,26
Mazda,3,9800.0,2014,182644,110,2.191,6.0,2025-03-31,False,True,55
Mazda,3,2999.0,2009,224321,66,1.6,6.0,2025-08-31,False,True,1
Renault,Austral,35300.0,2023,18000,116,1.332,6.0,2025-04-30,False,False,64
Peugeot,306,1400.0,1996,191500,66,1.9,5.0,2025-12-31,False,False,7
Porsche,Cayenne,13499.0,2007,228000,285,4.8,14.0,2025-10-31,False,False,1
Renault,Talisman,16000.0,2018,156000,96,1.598,5.0,2025-06-30,False,False,70
Renault,Trafic,11500.0,2015,200000,100,1.6,6.0,2025-05-31,False,False,1
Hyundai,Terracan,6900.0,2005,247000,120,2.9,9.0,2025-10-31,False,True,24
Peugeot,2008,18500.0,2020,52000,96,1.195,5.0,2025-11-30,False,True,56
Renault,Clio,1100.0,2002,235000,55,1.2,6.0,2025-10-31,False,False,1
Peugeot,308,2950.0,2009,238000,88,1.6,5.0,2026-01-31,False,False,1
Peugeot,3008,12300.0,2016,137000,88,1.56,6.0,2025-07-31,False,False,50
Renault,Megane,2700.0,2010,290000,74,1.6,7.0,2025-02-28,False,False,12
Honda,Accord,5500.0,2008,350000,110,2.2,6.0,2025-09-30,False,False,33
Peugeot,208,4600.0,2013,220000,68,1.56,5.0,2025-05-31,False,True,44
Renault,Scenic,2700.0,2009,236921,63,1.461,5.0,2025-02-28,False,False,20
Jeep,Compass,26000.0,2022,39000,96,1.5,6.0,2026-01-31,False,True,1
Renault,Clio,2700.0,2005,137000,60,1.5,5.0,2025-03-31,False,False,27
Nissan,Qashqai,8000.0,2013,188000,96,1.598,6.0,2025-04-30,False,True,51
Renault,Clio,21111.0,2024,3000,67,0.999,7.0,2025-08-31,False,False,74
Peugeot,308 SW,7600.0,2015,221925,88,1.6,6.0,2025-01-31,False,False,59
Peugeot,207 SW,2000.0,2009,300000,80,1.6,5.0,2025-03-31,False,False,24
Peugeot,3008,5999.0,2011,149000,88,1.6,7.0,2025-05-31,False,True,32
Nissan,Qashqai,12499.0,2014,137500,81,1.498,5.0,,False,True,43
Mitsubishi,Space Star,10400.0,2019,26000,59,1.2,5.0,2026-01-31,False,False,32
Mazda,2,10600.0,2017,125000,66,1.496,6.0,2025-06-30,False,True,47
Opel,Astra Karavan,2550.0,2005,265000,59,1.7,6.0,2026-01-31,False,True,23
Renault,Megane Coupe,4700.0,2009,246800,78,1.5,5.0,2026-01-31,False,False,35
Peugeot,407,1500.0,2005,374000,100,2.0,7.0,2025-05-31,False,False,1
Hyundai,Elantra,1450.0,2002,219000,79,1.59,6.0,2025-02-28,False,True,19
Peugeot,206,1100.0,2004,295000,50,1.398,6.0,2025-02-28,False,False,8
Opel,Karl,6500.0,2016,102800,55,0.999,6.0,2025-03-31,False,False,19
Peugeot,206,900.0,2002,255000,50,1.399,5.0,2025-05-31,False,False,1
